,Source,Target,Label
3563,749,165,1
3565,749,427,1
3567,750,84,1
3569,750,749,1
3573,751,307,1
3575,751,752,1
3577,752,18,1
3579,752,100,1
3581,752,430,1
3583,753,434,1
3588,754,648,1
3592,755,432,1
3594,755,915,1
3596,755,917,1
3598,756,433,1
3600,756,755,1
3602,757,435,1
3604,757,874,1
3607,758,437,1
3612,759,940,1
3618,760,161,1
3621,760,1759,1
3623,761,439,1
3628,762,124,1
3630,762,440,1
3632,763,29,1
3634,763,443,1
3636,763,765,1
3638,764,143,1
3640,764,443,1
3642,765,29,1
3644,765,443,1
3646,765,764,1
3648,766,331,1
3650,766,848,1
3652,767,151,1
3657,768,450,1
3662,769,186,1
3664,769,770,1
3667,770,186,1
3669,770,465,1
3671,770,771,1
3673,771,464,1
3675,771,770,1
3678,772,189,1
3680,772,469,1
3682,773,190,1
3684,773,921,1
3686,773,923,1
3688,774,920,1
3691,774,1765,1
3693,775,243,1
3695,775,776,1
3697,776,191,1
3699,776,572,1
3702,777,468,1
3704,777,924,1
3706,777,926,1
3708,778,620,1
3710,778,1254,1
3718,780,477,1
3720,780,783,1
3722,781,216,1
3724,781,780,1
3726,781,1333,1
3732,783,216,1
3734,783,781,1
3736,783,1333,1
3738,784,164,1
3740,784,479,1
3742,785,342,1
3757,788,927,1
3759,788,929,1
3761,788,931,1
3763,791,790,1
3767,792,525,1
3769,792,932,1
3773,793,932,1
3775,793,1776,1
3778,794,525,1
3780,794,798,1
3782,795,523,1
3784,795,933,1
3786,795,935,1
3788,796,794,1
3790,796,798,1
3792,797,524,1
3794,797,934,1
3796,797,936,1
3798,798,524,1
3800,798,796,1
3802,799,344,1
3804,799,527,1
3806,799,801,1
3808,800,526,1
3810,800,528,1
3812,801,346,1
3818,802,803,1
3820,802,806,1
3822,803,541,1
3824,803,805,1
3826,803,938,1
3832,805,541,1
3834,805,803,1
3836,805,1782,1
3838,806,802,1
3840,806,805,1
3842,807,413,1
3844,807,550,1
3846,807,808,1
3849,808,548,1
3851,808,807,1
3853,809,342,1
3858,810,758,1
3861,810,941,1
3863,811,284,1
3865,811,306,1
3867,812,439,1
3869,812,761,1
3871,812,814,1
3877,814,439,1
3879,814,761,1
3882,815,18,1
3884,815,817,1
3888,816,512,1
3890,816,789,1
3892,817,512,1
3894,817,1382,1
3897,818,165,1
3899,818,458,1
3901,818,617,1
3903,819,687,1
3905,819,820,1
3907,820,167,1
3909,820,819,1
3913,821,94,1
3915,821,489,1
3917,822,94,1
3919,822,489,1
3921,822,821,1
3924,825,823,1
3927,827,186,1
3929,827,466,1
3931,827,584,1
3933,828,210,1
3938,829,446,1
3940,829,593,1
3942,831,586,1
3944,831,602,1
3946,831,833,1
3948,832,601,1
3950,832,831,1
3952,833,600,1
3954,833,602,1
3956,833,832,1
3958,834,147,1
3960,834,604,1
3962,835,147,1
3964,835,607,1
3967,836,612,1
3969,836,945,1
3971,836,947,1
3973,837,98,1
3977,838,36,1
3979,838,155,1
3981,838,614,1
3983,839,614,1
3987,840,30,1
3989,840,368,1
3991,840,951,1
3993,841,156,1
3995,841,615,1
3998,842,619,1
4000,842,953,1
4002,843,955,1
4005,843,958,1
4007,844,166,1
4009,844,619,1
4012,845,469,1
4014,845,623,1
4018,846,469,1
4020,846,623,1
4022,847,33,1
4024,847,93,1
4026,847,626,1
4028,848,151,1
4030,848,448,1
4032,849,636,1
4037,850,636,1
4039,850,1796,1
4042,851,302,1
4044,851,960,1
4046,851,962,1
4048,852,202,1
4050,852,637,1
4057,854,183,1
4059,854,1164,1
4063,855,205,1
4065,855,641,1
4067,856,150,1
4069,856,206,1
4071,856,640,1
4073,857,643,1
4075,857,858,1
4078,858,643,1
4080,858,1724,1
4082,859,643,1
4084,859,858,1
4086,859,1803,1
4088,860,963,1
4090,860,965,1
4092,861,964,1
4098,862,458,1
4100,862,966,1
4102,863,657,1
4106,863,1343,1
4108,864,863,1
4113,867,482,1
4117,868,662,1
4119,868,869,1
4122,869,662,1
4124,869,868,1
4127,870,662,1
4132,871,279,1
4134,871,670,1
4136,871,673,1
4138,872,389,1
4140,872,671,1
4142,873,340,1
4144,873,692,1
4146,873,972,1
4148,874,648,1
4150,874,972,1
4152,875,302,1
4158,876,698,1
4160,876,878,1
4163,877,39,1
4167,878,38,1
4169,878,434,1
4172,879,973,1
4174,879,975,1
4176,879,977,1
4178,880,976,1
4180,880,979,1
4183,881,976,1
4185,881,979,1
4187,882,974,1
4189,882,1812,1
4192,883,790,1
4197,884,28,1
4199,884,78,1
4201,884,2604,1
4203,885,481,1
4205,885,1158,1
4208,886,703,1
4212,887,363,1
4214,887,709,1
4216,887,888,1
4218,888,708,1
4220,888,710,1
4222,889,717,1
4225,889,1353,1
4228,890,981,1
4230,890,983,1
4233,891,980,1
4235,891,986,1
4237,892,889,1
4239,892,986,1
4242,893,371,1
4244,893,894,1
4246,893,1353,1
4248,894,893,1
4250,894,1352,1
4253,895,893,1
4255,895,1352,1
4258,896,988,1
4260,896,990,1
4262,897,724,1
4269,898,993,1
4271,898,995,1
4276,899,1825,1
4278,900,785,1
4283,901,725,1
4285,901,997,1
4287,902,337,1
4289,902,785,1
4293,903,726,1
4295,903,904,1
4297,904,894,1
4299,904,1354,1
4308,906,999,1
4310,906,1001,1
4312,907,741,1
4318,908,530,1
4320,908,909,1
4323,909,740,1
4327,910,747,1
4329,910,1004,1
4331,910,1006,1
4333,911,748,1
4335,911,1006,1
4337,912,417,1
4339,912,746,1
4343,913,368,1
4347,914,97,1
4349,914,751,1
4353,915,435,1
4357,916,435,1
4359,916,756,1
4363,917,37,1
4365,917,877,1
4368,918,124,1
4370,918,440,1
4372,919,93,1
4374,919,448,1
4376,919,766,1
4378,920,191,1
4380,920,772,1
4382,921,190,1
4384,921,773,1
4386,921,1010,1
4388,922,1011,1
4390,922,1013,1
4392,923,190,1
4398,924,925,1
4402,925,777,1
4404,925,1016,1
4406,925,1018,1
4408,926,472,1
4410,926,598,1
4413,927,930,1
4415,927,1019,1
4417,928,317,1
4422,929,18,1
4424,929,449,1
4427,930,27,1
4429,930,927,1
4432,931,927,1
4437,932,524,1
4439,932,797,1
4442,933,524,1
4444,933,795,1
4448,934,932,1
4450,934,1021,1
4452,935,797,1
4454,935,1021,1
4456,935,1376,1
4458,936,934,1
4463,937,796,1
4468,938,1023,1
4470,938,1025,1
4472,939,78,1
4474,939,82,1
4476,939,758,1
4480,940,1028,1
4487,942,512,1
4490,942,1383,1
4493,943,1030,1
4495,943,1032,1
4497,944,612,1
4499,944,945,1
4501,944,1034,1
4503,945,836,1
4505,945,946,1
4507,946,612,1
4509,946,944,1
4511,946,1034,1
4513,947,836,1
4515,947,1035,1
4527,950,61,1
4532,951,346,1
4534,951,840,1
4536,951,1038,1
4538,952,966,1
4540,952,1841,1
4543,953,619,1
4547,954,165,1
4549,954,965,1
4553,955,956,1
4555,955,1039,1
4557,956,311,1
4559,956,955,1
4561,956,959,1
4563,958,955,1
4565,958,959,1
4568,959,955,1
4570,959,958,1
4583,962,961,1
4592,964,18,1
4597,965,167,1
4599,965,966,1
4601,965,1041,1
4603,966,1040,1
4613,968,167,1
4627,971,359,1
4629,971,670,1
4631,971,1043,1
4633,972,532,1
4637,973,881,1
4639,973,976,1
4641,973,2059,1
4643,974,976,1
4647,975,1044,1
4650,975,1814,1
4653,976,880,1
4662,978,880,1
4664,978,976,1
4667,979,880,1
4669,979,976,1
4671,979,1044,1
4673,980,976,1
4675,980,979,1
4678,981,890,1
4680,981,983,1
4682,982,889,1
4687,983,317,1
4689,983,1326,1
4693,985,890,1
4695,985,1854,1
4698,986,891,1
4700,986,985,1
4702,987,317,1
4704,987,1047,1
4706,987,1049,1
4708,988,896,1
4710,988,990,1
4712,989,896,1
4714,989,990,1
4717,990,896,1
4719,990,989,1
4721,990,1050,1
4723,991,988,1
4725,991,990,1
4728,993,303,1
4733,994,898,1
4735,994,962,1
4737,995,302,1
4744,996,997,1
4746,996,1052,1
4748,997,996,1
4750,997,1052,1
4752,998,901,1
4754,998,997,1
4757,999,248,1
4772,1002,906,1
4775,1003,1004,1
4777,1003,1006,1
4779,1004,747,1
4781,1004,1003,1
4783,1004,1053,1
4785,1005,910,1
4787,1005,1004,1
4789,1006,747,1
4791,1006,1003,1
4793,1006,1053,1
4800,1008,194,1
4802,1008,1765,1
4805,1009,1054,1
4815,1011,1012,1
4818,1011,1871,1
4820,1012,921,1
4822,1012,1054,1
4829,1014,922,1
4834,1015,151,1
4836,1015,469,1
4839,1016,777,1
4841,1016,1015,1
4843,1016,1872,1
4845,1017,925,1
4847,1017,1016,1
4850,1018,1015,1
4864,1021,934,1
4866,1021,1022,1
4874,1026,938,1
4879,1027,940,1
4881,1027,1029,1
4883,1027,1419,1
4885,1028,1027,1
4887,1028,1418,1
4889,1029,940,1
4891,1029,1028,1
4893,1029,1419,1
4895,1030,719,1
4897,1030,1031,1
4899,1031,719,1
4901,1031,1030,1
4903,1031,1033,1
4905,1032,943,1
4907,1032,1031,1
4910,1033,943,1
4912,1033,1031,1
4914,1034,612,1
4916,1034,944,1
4918,1034,946,1
4920,1035,21,1
4922,1035,149,1
4925,1036,836,1
4927,1036,945,1
4929,1037,547,1
4931,1037,1038,1
4935,1038,840,1
4937,1038,1361,1
4940,1039,167,1
4944,1040,428,1
4946,1040,952,1
4948,1040,966,1
4950,1041,167,1
4954,1042,359,1
4956,1042,971,1
4960,1043,359,1
4964,1044,975,1
4966,1044,979,1
4970,1045,892,1
4974,1046,317,1
4976,1046,1047,1
4978,1046,1049,1
4980,1047,987,1
4982,1047,1048,1
4984,1048,317,1
4986,1048,1046,1
4988,1048,1049,1
4990,1049,987,1
4992,1049,1047,1
4994,1050,717,1
