,Source,Target,Label
3563,749,165,1
3565,749,427,1
3567,750,84,1
3569,750,749,1
3573,751,307,1
3575,751,752,1
3577,752,18,1
3579,752,100,1
3581,752,430,1
3583,753,434,1
3588,754,648,1
3592,755,432,1
3594,755,915,1
3596,755,917,1
3598,756,433,1
3600,756,755,1
3602,757,435,1
3604,757,874,1
3607,758,437,1
3612,759,940,1
3618,760,161,1
3621,760,1759,1
3623,761,439,1
3628,762,124,1
3630,762,440,1
3632,763,29,1
3634,763,443,1
3636,763,765,1
3638,764,143,1
3640,764,443,1
3642,765,29,1
3644,765,443,1
3646,765,764,1
3648,766,331,1
3650,766,848,1
3652,767,151,1
3657,768,450,1
3662,769,186,1
3664,769,770,1
3667,770,186,1
3669,770,465,1
3671,770,771,1
3673,771,464,1
3675,771,770,1
3678,772,189,1
3680,772,469,1
3682,773,190,1
3684,773,921,1
3686,773,923,1
3688,774,920,1
3691,774,1765,1
3693,775,243,1
3695,775,776,1
3697,776,191,1
3699,776,572,1
3702,777,468,1
3704,777,924,1
3706,777,926,1
3708,778,620,1
3710,778,1254,1
3718,780,477,1
3720,780,783,1
3722,781,216,1
3724,781,780,1
3726,781,1333,1
3732,783,216,1
3734,783,781,1
3736,783,1333,1
3738,784,164,1
3740,784,479,1
3742,785,342,1
3757,788,927,1
3759,788,929,1
3761,788,931,1
3763,791,790,1
3767,792,525,1
3769,792,932,1
3773,793,932,1
3775,793,1776,1
3778,794,525,1
3780,794,798,1
3782,795,523,1
3784,795,933,1
3786,795,935,1
3788,796,794,1
3790,796,798,1
3792,797,524,1
3794,797,934,1
3796,797,936,1
3798,798,524,1
3800,798,796,1
3802,799,344,1
3804,799,527,1
3806,799,801,1
3808,800,526,1
3810,800,528,1
3812,801,346,1
3818,802,803,1
3820,802,806,1
3822,803,541,1
3824,803,805,1
3826,803,938,1
3832,805,541,1
3834,805,803,1
3836,805,1782,1
3838,806,802,1
3840,806,805,1
3842,807,413,1
3844,807,550,1
3846,807,808,1
3849,808,548,1
3851,808,807,1
3853,809,342,1
3858,810,758,1
3861,810,941,1
3863,811,284,1
3865,811,306,1
3867,812,439,1
3869,812,761,1
3871,812,814,1
3877,814,439,1
3879,814,761,1
3882,815,18,1
3884,815,817,1
3888,816,512,1
3890,816,789,1
3892,817,512,1
3894,817,1382,1
3897,818,165,1
3899,818,458,1
3901,818,617,1
3903,819,687,1
3905,819,820,1
3907,820,167,1
3909,820,819,1
3913,821,94,1
3915,821,489,1
3917,822,94,1
3919,822,489,1
3921,822,821,1
3924,825,823,1
3927,827,186,1
3929,827,466,1
3931,827,584,1
3933,828,210,1
3938,829,446,1
3940,829,593,1
3942,831,586,1
3944,831,602,1
3946,831,833,1
3948,832,601,1
3950,832,831,1
3952,833,600,1
3954,833,602,1
3956,833,832,1
3958,834,147,1
3960,834,604,1
3962,835,147,1
3964,835,607,1
3967,836,612,1
3969,836,945,1
3971,836,947,1
3973,837,98,1
3977,838,36,1
3979,838,155,1
3981,838,614,1
3983,839,614,1
3987,840,30,1
3989,840,368,1
3991,840,951,1
3993,841,156,1
3995,841,615,1
3998,842,619,1
4000,842,953,1
4002,843,955,1
4005,843,958,1
4007,844,166,1
4009,844,619,1
4012,845,469,1
4014,845,623,1
4018,846,469,1
4020,846,623,1
4022,847,33,1
4024,847,93,1
4026,847,626,1
4028,848,151,1
4030,848,448,1
4032,849,636,1
4037,850,636,1
4039,850,1796,1
4042,851,302,1
4044,851,960,1
4046,851,962,1
4048,852,202,1
4050,852,637,1
4057,854,183,1
4059,854,1164,1
4063,855,205,1
4065,855,641,1
4067,856,150,1
4069,856,206,1
4071,856,640,1
4073,857,643,1
4075,857,858,1
4078,858,643,1
4080,858,1724,1
4082,859,643,1
4084,859,858,1
4086,859,1803,1
4088,860,963,1
4090,860,965,1
4092,861,964,1
4098,862,458,1
4100,862,966,1
4102,863,657,1
4106,863,1343,1
4108,864,863,1
4113,867,482,1
4117,868,662,1
4119,868,869,1
4122,869,662,1
4124,869,868,1
4127,870,662,1
4132,871,279,1
4134,871,670,1
4136,871,673,1
4138,872,389,1
4140,872,671,1
4142,873,340,1
4144,873,692,1
4146,873,972,1
4148,874,648,1
4150,874,972,1
4152,875,302,1
4158,876,698,1
4160,876,878,1
4163,877,39,1
4167,878,38,1
4169,878,434,1
4172,879,973,1
4174,879,975,1
4176,879,977,1
4178,880,976,1
4180,880,979,1
4183,881,976,1
4185,881,979,1
4187,882,974,1
4189,882,1812,1
4192,883,790,1
4197,884,28,1
4199,884,78,1
4201,884,2604,1
4203,885,481,1
4205,885,1158,1
4208,886,703,1
4212,887,363,1
4214,887,709,1
4216,887,888,1
4218,888,708,1
4220,888,710,1
4222,889,717,1
4225,889,1353,1
4228,890,981,1
4230,890,983,1
4233,891,980,1
4235,891,986,1
4237,892,889,1
4239,892,986,1
4242,893,371,1
4244,893,894,1
4246,893,1353,1
4248,894,893,1
4250,894,1352,1
4253,895,893,1
4255,895,1352,1
4258,896,988,1
4260,896,990,1
4262,897,724,1
4269,898,993,1
4271,898,995,1
4276,899,1825,1
4278,900,785,1
4283,901,725,1
4285,901,997,1
4287,902,337,1
4289,902,785,1
4293,903,726,1
4295,903,904,1
4297,904,894,1
4299,904,1354,1
4308,906,999,1
4310,906,1001,1
4312,907,741,1
4318,908,530,1
4320,908,909,1
4323,909,740,1
4327,910,747,1
4329,910,1004,1
4331,910,1006,1
4333,911,748,1
4335,911,1006,1
4337,912,417,1
4339,912,746,1
4343,913,368,1
4347,914,97,1
4349,914,751,1
4353,915,435,1
4357,916,435,1
4359,916,756,1
4363,917,37,1
4365,917,877,1
4368,918,124,1
4370,918,440,1
4372,919,93,1
4374,919,448,1
4376,919,766,1
4378,920,191,1
4380,920,772,1
4382,921,190,1
4384,921,773,1
4386,921,1010,1
4388,922,1011,1
4390,922,1013,1
4392,923,190,1
4398,924,925,1
4402,925,777,1
4404,925,1016,1
4406,925,1018,1
4408,926,472,1
4410,926,598,1
4413,927,930,1
4415,927,1019,1
4417,928,317,1
4422,929,18,1
4424,929,449,1
4427,930,27,1
4429,930,927,1
4432,931,927,1
4437,932,524,1
4439,932,797,1
4442,933,524,1
4444,933,795,1
4448,934,932,1
4450,934,1021,1
4452,935,797,1
4454,935,1021,1
4456,935,1376,1
4458,936,934,1
4463,937,796,1
4468,938,1023,1
4470,938,1025,1
4472,939,78,1
4474,939,82,1
4476,939,758,1
4480,940,1028,1
4487,942,512,1
4490,942,1383,1
4493,943,1030,1
4495,943,1032,1
4497,944,612,1
4499,944,945,1
4501,944,1034,1
4503,945,836,1
4505,945,946,1
4507,946,612,1
4509,946,944,1
4511,946,1034,1
4513,947,836,1
4515,947,1035,1
4527,950,61,1
4532,951,346,1
4534,951,840,1
4536,951,1038,1
4538,952,966,1
4540,952,1841,1
4543,953,619,1
4547,954,165,1
4549,954,965,1
4553,955,956,1
4555,955,1039,1
4557,956,311,1
4559,956,955,1
4561,956,959,1
4563,958,955,1
4565,958,959,1
4568,959,955,1
4570,959,958,1
4583,962,961,1
4592,964,18,1
4597,965,167,1
4599,965,966,1
4601,965,1041,1
4603,966,1040,1
4613,968,167,1
4627,971,359,1
4629,971,670,1
4631,971,1043,1
4633,972,532,1
4637,973,881,1
4639,973,976,1
4641,973,2059,1
4643,974,976,1
4647,975,1044,1
4650,975,1814,1
4653,976,880,1
4662,978,880,1
4664,978,976,1
4667,979,880,1
4669,979,976,1
4671,979,1044,1
4673,980,976,1
4675,980,979,1
4678,981,890,1
4680,981,983,1
4682,982,889,1
4687,983,317,1
4689,983,1326,1
4693,985,890,1
4695,985,1854,1
4698,986,891,1
4700,986,985,1
4702,987,317,1
4704,987,1047,1
4706,987,1049,1
4708,988,896,1
4710,988,990,1
4712,989,896,1
4714,989,990,1
4717,990,896,1
4719,990,989,1
4721,990,1050,1
4723,991,988,1
4725,991,990,1
4728,993,303,1
4733,994,898,1
4735,994,962,1
4737,995,302,1
4744,996,997,1
4746,996,1052,1
4748,997,996,1
4750,997,1052,1
4752,998,901,1
4754,998,997,1
4757,999,248,1
4772,1002,906,1
4775,1003,1004,1
4777,1003,1006,1
4779,1004,747,1
4781,1004,1003,1
4783,1004,1053,1
4785,1005,910,1
4787,1005,1004,1
4789,1006,747,1
4791,1006,1003,1
4793,1006,1053,1
4800,1008,194,1
4802,1008,1765,1
4805,1009,1054,1
4815,1011,1012,1
4818,1011,1871,1
4820,1012,921,1
4822,1012,1054,1
4829,1014,922,1
4834,1015,151,1
4836,1015,469,1
4839,1016,777,1
4841,1016,1015,1
4843,1016,1872,1
4845,1017,925,1
4847,1017,1016,1
4850,1018,1015,1
4864,1021,934,1
4866,1021,1022,1
4874,1026,938,1
4879,1027,940,1
4881,1027,1029,1
4883,1027,1419,1
4885,1028,1027,1
4887,1028,1418,1
4889,1029,940,1
4891,1029,1028,1
4893,1029,1419,1
4895,1030,719,1
4897,1030,1031,1
4899,1031,719,1
4901,1031,1030,1
4903,1031,1033,1
4905,1032,943,1
4907,1032,1031,1
4910,1033,943,1
4912,1033,1031,1
4914,1034,612,1
4916,1034,944,1
4918,1034,946,1
4920,1035,21,1
4922,1035,149,1
4925,1036,836,1
4927,1036,945,1
4929,1037,547,1
4931,1037,1038,1
4935,1038,840,1
4937,1038,1361,1
4940,1039,167,1
4944,1040,428,1
4946,1040,952,1
4948,1040,966,1
4950,1041,167,1
4954,1042,359,1
4956,1042,971,1
4960,1043,359,1
4964,1044,975,1
4966,1044,979,1
4970,1045,892,1
4974,1046,317,1
4976,1046,1047,1
4978,1046,1049,1
4980,1047,987,1
4982,1047,1048,1
4984,1048,317,1
4986,1048,1046,1
4988,1048,1049,1
4990,1049,987,1
4992,1049,1047,1
4994,1050,717,1
0,0,6,0
1,0,7,0
2,0,8,0
3,0,9,0
4,0,10,0
5,0,11,0
6,0,12,0
7,0,13,0
8,0,14,0
9,0,15,0
10,0,16,0
11,0,17,0
12,0,18,0
13,0,19,0
14,0,63,0
15,0,64,0
16,0,65,0
17,0,66,0
18,0,67,0
19,0,73,0
20,0,74,0
21,0,75,0
22,0,109,0
23,0,110,0
24,0,139,0
25,0,154,0
26,0,180,0
27,0,282,0
28,0,431,0
29,0,608,0
30,0,612,0
31,0,629,0
32,0,630,0
33,1,3,0
34,1,6,0
35,1,7,0
36,1,8,0
37,1,9,0
38,1,10,0
39,1,11,0
40,1,12,0
41,1,13,0
42,1,14,0
43,1,16,0
44,1,17,0
45,1,18,0
46,1,19,0
47,1,68,0
48,1,69,0
49,1,70,0
50,1,71,0
51,1,72,0
52,1,73,0
53,1,74,0
54,1,75,0
55,1,105,0
56,1,107,0
57,1,109,0
58,1,110,0
59,1,139,0
60,1,154,0
61,1,178,0
62,1,180,0
63,1,282,0
64,1,299,0
65,1,301,0
66,1,431,0
67,1,508,0
68,1,509,0
69,1,608,0
70,1,612,0
71,1,629,0
72,1,630,0
73,2,3,0
74,2,4,0
75,2,5,0
76,2,6,0
77,2,8,0
78,2,9,0
79,2,15,0
80,2,20,0
81,2,21,0
82,2,23,0
83,2,25,0
84,2,26,0
85,2,27,0
86,2,28,0
87,2,29,0
88,2,45,0
89,2,46,0
90,2,47,0
91,2,57,0
92,2,58,0
93,2,59,0
94,2,79,0
95,2,88,0
96,2,103,0
97,2,140,0
98,2,141,0
99,2,183,0
100,2,196,0
101,2,198,0
102,2,199,0
103,2,232,0
104,2,254,0
105,2,260,0
106,2,261,0
107,2,262,0
108,2,263,0
109,2,264,0
110,2,265,0
111,2,266,0
112,2,267,0
113,2,357,0
114,2,402,0
115,2,451,0
116,2,473,0
117,2,500,0
118,2,501,0
119,2,545,0
120,2,546,0
121,2,556,0
122,2,632,0
123,2,666,0
124,3,4,0
125,3,5,0
126,3,30,0
127,3,97,0
128,3,98,0
129,3,99,0
130,3,100,0
131,3,101,0
132,3,118,0
133,3,175,0
134,3,177,0
135,3,279,0
136,3,280,0
137,3,281,0
138,3,298,0
139,3,307,0
140,3,308,0
141,3,345,0
142,3,366,0
143,3,372,0
144,3,388,0
145,3,389,0
146,3,418,0
147,3,419,0
148,3,534,0
149,3,553,0
150,3,554,0
151,3,669,0
152,3,673,0
153,4,5,0
154,4,6,0
155,4,8,0
156,4,9,0
157,4,10,0
158,4,15,0
159,4,20,0
160,4,30,0
161,4,31,0
162,4,32,0
163,4,33,0
164,4,34,0
165,4,35,0
166,4,36,0
167,4,51,0
168,4,83,0
169,4,84,0
170,4,85,0
171,4,108,0
172,4,123,0
173,4,124,0
174,4,137,0
175,4,139,0
176,4,148,0
177,4,152,0
178,4,153,0
179,4,154,0
180,4,155,0
181,4,160,0
182,4,168,0
183,4,169,0
184,4,196,0
185,4,208,0
186,4,209,0
187,4,210,0
188,4,213,0
189,4,290,0
190,4,311,0
191,4,313,0
192,4,427,0
193,4,445,0
194,4,481,0
195,4,504,0
196,4,567,0
197,4,592,0
198,4,617,0
199,4,680,0
200,4,681,0
201,4,682,0
202,4,752,0
203,4,815,0
204,4,862,0
205,4,929,0
206,4,964,0
207,4,1035,0
208,4,1126,0
209,4,1127,0
210,4,1128,0
211,4,1722,0
212,4,1723,0
213,5,11,0
214,5,13,0
215,5,15,0
216,5,16,0
217,5,17,0
218,5,20,0
219,5,21,0
220,5,22,0
221,5,23,0
222,5,24,0
223,5,30,0
224,5,31,0
225,5,36,0
226,5,37,0
227,5,40,0
228,5,42,0
229,5,50,0
230,5,51,0
231,5,80,0
232,5,97,0
233,5,98,0
234,5,99,0
235,5,112,0
236,5,115,0
237,5,118,0
238,5,123,0
239,5,137,0
240,5,138,0
241,5,149,0
242,5,155,0
243,5,160,0
244,5,164,0
245,5,168,0
246,5,176,0
247,5,182,0
248,5,193,0
249,5,210,0
250,5,226,0
251,5,228,0
252,5,290,0
253,5,302,0
254,5,313,0
255,5,315,0
256,5,445,0
257,5,450,0
258,5,454,0
259,5,479,0
260,5,480,0
261,5,481,0
262,5,482,0
263,5,504,0
264,5,597,0
265,5,609,0
266,5,613,0
267,5,614,0
268,5,630,0
269,5,668,0
270,5,683,0
271,5,685,0
272,5,687,0
273,5,719,0
274,5,784,0
275,5,819,0
276,5,836,0
277,5,837,0
278,5,838,0
279,5,839,0
280,5,944,0
281,5,945,0
282,5,946,0
283,5,947,0
284,5,1034,0
285,5,1036,0
286,5,1247,0
287,6,10,0
288,6,13,0
289,6,16,0
290,6,21,0
291,6,22,0
292,6,23,0
293,6,24,0
294,6,25,0
295,6,26,0
296,6,28,0
297,6,30,0
298,6,31,0
299,6,36,0
300,6,37,0
301,6,40,0
302,6,42,0
303,6,45,0
304,6,46,0
305,6,47,0
306,6,50,0
307,6,51,0
308,6,57,0
309,6,58,0
310,6,59,0
311,6,78,0
312,6,80,0
313,6,83,0
314,6,85,0
315,6,88,0
316,6,97,0
317,6,98,0
318,6,99,0
319,6,111,0
320,6,112,0
321,6,115,0
322,6,118,0
323,6,123,0
324,6,137,0
325,6,139,0
326,6,142,0
327,6,149,0
328,6,155,0
329,6,160,0
330,6,164,0
331,6,168,0
332,6,169,0
333,6,182,0
334,6,193,0
335,6,202,0
336,6,210,0
337,6,213,0
338,6,226,0
339,6,228,0
340,6,265,0
341,6,266,0
342,6,267,0
343,6,278,0
344,6,290,0
345,6,302,0
346,6,313,0
347,6,315,0
348,6,402,0
349,6,445,0
350,6,450,0
351,6,454,0
352,6,462,0
353,6,463,0
354,6,479,0
355,6,480,0
356,6,500,0
357,6,501,0
358,6,504,0
359,6,545,0
360,6,546,0
361,6,569,0
362,6,570,0
363,6,594,0
364,6,597,0
365,6,608,0
366,6,613,0
367,6,614,0
368,6,630,0
369,6,672,0
370,6,683,0
371,6,685,0
372,6,687,0
373,6,719,0
374,6,784,0
375,6,819,0
376,6,836,0
377,6,837,0
378,6,838,0
379,6,839,0
380,6,853,0
381,6,944,0
382,6,945,0
383,6,946,0
384,6,947,0
385,6,1034,0
386,6,1036,0
387,6,2560,0
388,7,11,0
389,7,13,0
390,7,18,0
391,7,19,0
392,7,21,0
393,7,22,0
394,7,23,0
395,7,24,0
396,7,28,0
397,7,31,0
398,7,36,0
399,7,37,0
400,7,40,0
401,7,42,0
402,7,48,0
403,7,49,0
404,7,50,0
405,7,51,0
406,7,60,0
407,7,63,0
408,7,67,0
409,7,73,0
410,7,74,0
411,7,75,0
412,7,78,0
413,7,80,0
414,7,82,0
415,7,83,0
416,7,85,0
417,7,89,0
418,7,97,0
419,7,98,0
420,7,99,0
421,7,108,0
422,7,109,0
423,7,110,0
424,7,111,0
425,7,112,0
426,7,115,0
427,7,118,0
428,7,124,0
429,7,125,0
430,7,127,0
431,7,138,0
432,7,142,0
433,7,155,0
434,7,156,0
435,7,157,0
436,7,159,0
437,7,161,0
438,7,164,0
439,7,168,0
440,7,169,0
441,7,176,0
442,7,180,0
443,7,182,0
444,7,193,0
445,7,196,0
446,7,202,0
447,7,213,0
448,7,226,0
449,7,228,0
450,7,282,0
451,7,292,0
452,7,293,0
453,7,294,0
454,7,302,0
455,7,312,0
456,7,314,0
457,7,315,0
458,7,346,0
459,7,358,0
460,7,367,0
461,7,368,0
462,7,431,0
463,7,446,0
464,7,450,0
465,7,454,0
466,7,455,0
467,7,479,0
468,7,480,0
469,7,481,0
470,7,482,0
471,7,505,0
472,7,512,0
473,7,563,0
474,7,564,0
475,7,567,0
476,7,593,0
477,7,597,0
478,7,608,0
479,7,609,0
480,7,612,0
481,7,613,0
482,7,614,0
483,7,615,0
484,7,629,0
485,7,668,0
486,7,678,0
487,7,683,0
488,7,684,0
489,7,685,0
490,7,687,0
491,7,705,0
492,7,706,0
493,7,719,0
494,7,760,0
495,7,784,0
496,7,819,0
497,7,828,0
498,7,829,0
499,7,838,0
500,7,839,0
501,7,840,0
502,8,9,0
503,8,10,0
504,8,11,0
505,8,14,0
506,8,16,0
507,8,27,0
508,8,28,0
509,8,31,0
510,8,38,0
511,8,39,0
512,8,41,0
513,8,43,0
514,8,44,0
515,8,48,0
516,8,49,0
517,8,50,0
518,8,63,0
519,8,64,0
520,8,65,0
521,8,67,0
522,8,77,0
523,8,78,0
524,8,79,0
525,8,82,0
526,8,83,0
527,8,85,0
528,8,86,0
529,8,87,0
530,8,89,0
531,8,100,0
532,8,101,0
533,8,111,0
534,8,114,0
535,8,116,0
536,8,117,0
537,8,118,0
538,8,119,0
539,8,123,0
540,8,131,0
541,8,133,0
542,8,137,0
543,8,138,0
544,8,139,0
545,8,140,0
546,8,141,0
547,8,142,0
548,8,148,0
549,8,150,0
550,8,154,0
551,8,156,0
552,8,157,0
553,8,158,0
554,8,160,0
555,8,161,0
556,8,168,0
557,8,169,0
558,8,171,0
559,8,175,0
560,8,177,0
561,8,181,0
562,8,183,0
563,8,184,0
564,8,185,0
565,8,186,0
566,8,192,0
567,8,197,0
568,8,198,0
569,8,199,0
570,8,201,0
571,8,202,0
572,8,212,0
573,8,213,0
574,8,218,0
575,8,223,0
576,8,224,0
577,8,225,0
578,8,231,0
579,8,232,0
580,8,241,0
581,8,242,0
582,8,243,0
583,8,244,0
584,8,254,0
585,8,269,0
586,8,278,0
587,8,291,0
588,8,292,0
589,8,293,0
590,8,294,0
591,8,303,0
592,8,307,0
593,8,308,0
594,8,314,0
595,8,320,0
596,8,322,0
597,8,333,0
598,8,334,0
599,8,336,0
600,8,338,0
601,8,342,0
602,8,345,0
603,8,346,0
604,8,355,0
605,8,357,0
606,8,358,0
607,8,362,0
608,8,366,0
609,8,367,0
610,8,368,0
611,8,374,0
612,8,376,0
613,8,389,0
614,8,404,0
615,8,421,0
616,8,426,0
617,8,430,0
618,8,445,0
619,8,446,0
620,8,451,0
621,8,452,0
622,8,455,0
623,8,456,0
624,8,462,0
625,8,463,0
626,8,473,0
627,8,476,0
628,8,481,0
629,8,483,0
630,8,484,0
631,8,505,0
632,8,511,0
633,8,512,0
634,8,534,0
635,8,553,0
636,8,556,0
637,8,558,0
638,8,563,0
639,8,564,0
640,8,568,0
641,8,569,0
642,8,570,0
643,8,592,0
644,8,593,0
645,8,594,0
646,8,608,0
647,8,609,0
648,8,612,0
649,8,615,0
650,8,630,0
651,8,632,0
652,8,636,0
653,8,672,0
654,8,673,0
655,8,678,0
656,8,684,0
657,8,686,0
658,8,705,0
659,8,706,0
660,8,724,0
661,8,725,0
662,8,752,0
663,8,768,0
664,8,785,0
665,8,820,0
666,8,828,0
667,8,829,0
668,8,837,0
669,8,840,0
670,8,851,0
671,8,853,0
672,8,874,0
673,8,875,0
674,8,877,0
675,8,900,0
676,8,914,0
677,8,917,0
678,8,943,0
679,8,993,0
680,8,994,0
681,8,995,0
682,8,1030,0
683,8,1031,0
684,8,1032,0
685,8,1033,0
686,8,1035,0
687,8,1051,0
688,8,1182,0
689,8,1183,0
690,8,1246,0
691,8,1279,0
692,8,1280,0
693,8,1281,0
694,8,1282,0
695,8,1283,0
696,8,1746,0
697,8,2560,0
698,9,10,0
699,9,16,0
700,9,17,0
701,9,20,0
702,9,25,0
703,9,26,0
704,9,45,0
705,9,46,0
706,9,47,0
707,9,48,0
708,9,49,0
709,9,57,0
710,9,58,0
711,9,59,0
712,9,63,0
713,9,67,0
714,9,83,0
715,9,84,0
716,9,85,0
717,9,88,0
718,9,89,0
719,9,90,0
720,9,98,0
721,9,119,0
722,9,123,0
723,9,137,0
724,9,154,0
725,9,156,0
726,9,157,0
727,9,160,0
728,9,169,0
729,9,176,0
730,9,184,0
731,9,185,0
732,9,210,0
733,9,265,0
734,9,266,0
735,9,267,0
736,9,290,0
737,9,294,0
738,9,313,0
739,9,320,0
740,9,346,0
741,9,367,0
742,9,368,0
743,9,402,0
744,9,500,0
745,9,501,0
746,9,504,0
747,9,545,0
748,9,546,0
749,9,608,0
750,9,612,0
751,9,615,0
752,9,630,0
753,9,668,0
754,9,840,0
755,10,16,0
756,10,17,0
757,10,20,0
758,10,30,0
759,10,123,0
760,10,154,0
761,10,160,0
762,10,210,0
763,10,231,0
764,10,290,0
765,10,313,0
766,10,480,0
767,10,481,0
768,10,483,0
769,10,504,0
770,10,570,0
771,10,608,0
772,10,612,0
773,10,630,0
774,10,867,0
775,10,1035,0
776,10,1079,0
777,11,12,0
778,11,13,0
779,11,14,0
780,11,17,0
781,11,23,0
782,11,28,0
783,11,30,0
784,11,31,0
785,11,50,0
786,11,78,0
787,11,111,0
788,11,112,0
789,11,118,0
790,11,139,0
791,11,142,0
792,11,154,0
793,11,168,0
794,11,176,0
795,11,182,0
796,11,202,0
797,11,210,0
798,11,268,0
799,11,349,0
800,11,382,0
801,11,383,0
802,11,384,0
803,11,385,0
804,11,502,0
805,11,612,0
806,11,668,0
807,11,1682,0
808,11,1683,0
809,11,1698,0
810,11,1699,0
811,12,13,0
812,12,14,0
813,12,665,0
814,13,17,0
815,13,22,0
816,13,24,0
817,13,28,0
818,13,29,0
819,13,30,0
820,13,37,0
821,13,40,0
822,13,42,0
823,13,76,0
824,13,77,0
825,13,78,0
826,13,80,0
827,13,81,0
828,13,82,0
829,13,97,0
830,13,98,0
831,13,99,0
832,13,103,0
833,13,111,0
834,13,112,0
835,13,115,0
836,13,142,0
837,13,154,0
838,13,158,0
839,13,164,0
840,13,176,0
841,13,182,0
842,13,193,0
843,13,196,0
844,13,200,0
845,13,201,0
846,13,202,0
847,13,203,0
848,13,210,0
849,13,226,0
850,13,228,0
851,13,245,0
852,13,255,0
853,13,256,0
854,13,259,0
855,13,269,0
856,13,288,0
857,13,290,0
858,13,302,0
859,13,303,0
860,13,313,0
861,13,315,0
862,13,317,0
863,13,322,0
864,13,348,0
865,13,354,0
866,13,421,0
867,13,442,0
868,13,445,0
869,13,450,0
870,13,454,0
871,13,455,0
872,13,479,0
873,13,480,0
874,13,481,0
875,13,504,0
876,13,555,0
877,13,597,0
878,13,600,0
879,13,631,0
880,13,633,0
881,13,634,0
882,13,668,0
883,13,683,0
884,13,685,0
885,13,687,0
886,13,719,0
887,13,768,0
888,13,784,0
889,13,819,0
890,13,837,0
891,13,852,0
892,13,854,0
893,13,930,0
894,13,939,0
895,13,1035,0
896,13,1204,0
897,13,1238,0
898,13,1239,0
899,14,20,0
900,14,23,0
901,14,70,0
902,14,71,0
903,14,76,0
904,14,77,0
905,14,78,0
906,14,79,0
907,14,80,0
908,14,81,0
909,14,82,0
910,14,102,0
911,14,120,0
912,14,121,0
913,14,135,0
914,14,140,0
915,14,141,0
916,14,143,0
917,14,144,0
918,14,145,0
919,14,146,0
920,14,147,0
921,14,164,0
922,14,183,0
923,14,198,0
924,14,199,0
925,14,232,0
926,14,237,0
927,14,254,0
928,14,269,0
929,14,303,0
930,14,305,0
931,14,309,0
932,14,357,0
933,14,386,0
934,14,443,0
935,14,444,0
936,14,445,0
937,14,449,0
938,14,451,0
939,14,455,0
940,14,473,0
941,14,481,0
942,14,556,0
943,14,603,0
944,14,629,0
945,14,630,0
946,14,632,0
947,14,763,0
948,14,764,0
949,14,765,0
950,14,834,0
951,14,837,0
952,14,884,0
953,14,930,0
954,14,1035,0
955,15,102,0
956,15,103,0
957,15,104,0
958,15,106,0
959,15,120,0
960,15,122,0
961,15,134,0
962,15,179,0
963,15,300,0
964,15,420,0
965,15,421,0
966,15,507,0
967,15,510,0
968,15,581,0
969,16,17,0
970,16,18,0
971,16,20,0
972,16,30,0
973,16,108,0
974,16,110,0
975,16,123,0
976,16,137,0
977,16,139,0
978,16,154,0
979,16,160,0
980,16,180,0
981,16,210,0
982,16,282,0
983,16,290,0
984,16,313,0
985,16,431,0
986,16,504,0
987,16,629,0
988,16,630,0
989,17,18,0
990,17,19,0
991,17,20,0
992,17,21,0
993,17,22,0
994,17,23,0
995,17,24,0
996,17,37,0
997,17,40,0
998,17,42,0
999,17,48,0
1000,17,49,0
1001,17,50,0
1002,17,63,0
1003,17,67,0
1004,17,73,0
1005,17,74,0
1006,17,75,0
1007,17,80,0
1008,17,84,0
1009,17,89,0
1010,17,97,0
1011,17,98,0
1012,17,99,0
1013,17,109,0
1014,17,110,0
1015,17,112,0
1016,17,115,0
1017,17,118,0
1018,17,123,0
1019,17,137,0
1020,17,139,0
1021,17,154,0
1022,17,156,0
1023,17,157,0
1024,17,160,0
1025,17,161,0
1026,17,164,0
1027,17,165,0
1028,17,166,0
1029,17,167,0
1030,17,170,0
1031,17,176,0
1032,17,180,0
1033,17,182,0
1034,17,193,0
1035,17,210,0
1036,17,226,0
1037,17,228,0
1038,17,282,0
1039,17,290,0
1040,17,294,0
1041,17,302,0
1042,17,313,0
1043,17,314,0
1044,17,315,0
1045,17,346,0
1046,17,367,0
1047,17,368,0
1048,17,431,0
1049,17,450,0
1050,17,454,0
1051,17,459,0
1052,17,474,0
1053,17,479,0
1054,17,480,0
1055,17,504,0
1056,17,567,0
1057,17,597,0
1058,17,612,0
1059,17,615,0
1060,17,629,0
1061,17,630,0
1062,17,668,0
1063,17,683,0
1064,17,685,0
1065,17,687,0
1066,17,719,0
1067,17,749,0
1068,17,784,0
1069,17,819,0
1070,17,840,0
1071,18,19,0
1072,18,21,0
1073,18,22,0
1074,18,27,0
1075,18,31,0
1076,18,52,0
1077,18,53,0
1078,18,54,0
1079,18,55,0
1080,18,56,0
1081,18,61,0
1082,18,62,0
1083,18,73,0
1084,18,74,0
1085,18,75,0
1086,18,83,0
1087,18,91,0
1088,18,92,0
1089,18,93,0
1090,18,94,0
1091,18,95,0
1092,18,96,0
1093,18,98,0
1094,18,99,0
1095,18,100,0
1096,18,109,0
1097,18,110,0
1098,18,116,0
1099,18,149,0
1100,18,150,0
1101,18,151,0
1102,18,154,0
1103,18,159,0
1104,18,162,0
1105,18,165,0
1106,18,166,0
1107,18,167,0
1108,18,174,0
1109,18,180,0
1110,18,210,0
1111,18,224,0
1112,18,231,0
1113,18,243,0
1114,18,274,0
1115,18,275,0
1116,18,276,0
